,Unnamed: 0,task,response,choices,domain,response_type,id,sequence,rt,enc_task,enc_response,gender,education,guessed,task_opinion1,effort_finding_answer,like_syllog,strategy,strategy_description,quantifier_most,tired,attentive,certain,serious_participation,study_comment,similar_experiments,session,syl_group,syl_type,resp_group,resp_type,correct,valid,year,generalized
94,94,All;chefs;runners/Some not;scientists;runners,Some not;chefs;scientists,All;chefs;scientists|All;scientists;chefs|No;chefs;scientists|No;scientists;chefs|Some;chefs;scientists|Some;scientists;chefs|Some not;chefs;scientists|Some not;scientists;chefs|Most;chefs;scientists|Most;scientists;chefs|Most not;chefs;scientists|Most not;scientists;chefs|NVC,syllogistic-generalized,single-choice,21_participant_0,94,18143.0,AO3,Oac,male,bachelors,5,75,95,60,yes,"I tried to see and remember a pattern in the two statements again, if I saw two types of statement that I knew a correct answer for, I would choose it.",no,40,85,70,yes,,,2,AO,ue,O,e,False,True,2021,False
100,100,All;gamblers;sculptors/Some;bakers;gamblers,Some;bakers;sculptors,All;sculptors;bakers|All;bakers;sculptors|No;sculptors;bakers|No;bakers;sculptors|Some;sculptors;bakers|Some;bakers;sculptors|Some not;sculptors;bakers|Some not;bakers;sculptors|Most;sculptors;bakers|Most;bakers;sculptors|Most not;sculptors;bakers|Most not;bakers;sculptors|NVC,syllogistic-generalized,single-choice,21_participant_0,100,3874.0,AI2,Ica,male,bachelors,5,75,95,60,yes,"I tried to see and remember a pattern in the two statements again, if I saw two types of statement that I knew a correct answer for, I would choose it.",no,40,85,70,yes,,,2,AI,ue,I,e,True,True,2021,False
101,101,Some not;florists;soldiers/All;soldiers;editors,Some not;florists;editors,All;florists;editors|All;editors;florists|No;florists;editors|No;editors;florists|Some;florists;editors|Some;editors;florists|Some not;florists;editors|Some not;editors;florists|Most;florists;editors|Most;editors;florists|Most not;florists;editors|Most not;editors;florists|NVC,syllogistic-generalized,single-choice,21_participant_0,101,3527.0,OA1,Oac,male,bachelors,5,75,95,60,yes,"I tried to see and remember a pattern in the two statements again, if I saw two types of statement that I knew a correct answer for, I would choose it.",no,40,85,70,yes,,,2,AO,ue,O,e,False,False,2021,False
110,110,Some not;typists;boxers/Some not;dancers;boxers,NVC,All;typists;dancers|All;dancers;typists|No;typists;dancers|No;dancers;typists|Some;typists;dancers|Some;dancers;typists|Some not;typists;dancers|Some not;dancers;typists|Most;typists;dancers|Most;dancers;typists|Most not;typists;dancers|Most not;dancers;typists|NVC,syllogistic-generalized,single-choice,21_participant_0,109,8914.0,OO3,NVC,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,OO,ee,NVC,NVC,True,False,2021,False
111,111,Some not;sailors;chemists/No;chemists;potters,Some;sailors;potters,All;sailors;potters|All;potters;sailors|No;sailors;potters|No;potters;sailors|Some;sailors;potters|Some;potters;sailors|Some not;sailors;potters|Some not;potters;sailors|Most;sailors;potters|Most;potters;sailors|Most not;sailors;potters|Most not;potters;sailors|NVC,syllogistic-generalized,single-choice,21_participant_0,110,11516.0,OE1,Iac,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,EO,ue,I,e,False,False,2021,False
112,112,Some;divers;carpenters/Some not;linguists;divers,Some;linguists;carpenters,All;carpenters;linguists|All;linguists;carpenters|No;carpenters;linguists|No;linguists;carpenters|Some;carpenters;linguists|Some;linguists;carpenters|Some not;carpenters;linguists|Some not;linguists;carpenters|Most;carpenters;linguists|Most;linguists;carpenters|Most not;carpenters;linguists|Most not;linguists;carpenters|NVC,syllogistic-generalized,single-choice,21_participant_0,111,8733.0,IO2,Ica,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,IO,ee,I,e,False,False,2021,False
117,117,Some;athletes;hunters/All;athletes;lawyers,Some;hunters;lawyers,All;hunters;lawyers|All;lawyers;hunters|No;hunters;lawyers|No;lawyers;hunters|Some;hunters;lawyers|Some;lawyers;hunters|Some not;hunters;lawyers|Some not;lawyers;hunters|Most;hunters;lawyers|Most;lawyers;hunters|Most not;hunters;lawyers|Most not;lawyers;hunters|NVC,syllogistic-generalized,single-choice,21_participant_0,116,38662.0,IA4,Iac,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,AI,ue,I,e,True,True,2021,False
118,118,All;farmers;scholars/Some;assistants;scholars,Some;farmers;assistants,All;farmers;assistants|All;assistants;farmers|No;farmers;assistants|No;assistants;farmers|Some;farmers;assistants|Some;assistants;farmers|Some not;farmers;assistants|Some not;assistants;farmers|Most;farmers;assistants|Most;assistants;farmers|Most not;farmers;assistants|Most not;assistants;farmers|NVC,syllogistic-generalized,single-choice,21_participant_0,117,16861.0,AI3,Iac,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,AI,ue,I,e,False,False,2021,False
121,121,No;analysts;travelers/Some not;travelers;novelists,Most not;analysts;novelists,All;analysts;novelists|All;novelists;analysts|No;analysts;novelists|No;novelists;analysts|Some;analysts;novelists|Some;novelists;analysts|Some not;analysts;novelists|Some not;novelists;analysts|Most;analysts;novelists|Most;novelists;analysts|Most not;analysts;novelists|Most not;novelists;analysts|NVC,syllogistic-generalized,single-choice,21_participant_0,120,71522.0,EO1,Dac,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,EO,ue,D,g,False,False,2021,False
123,123,No;miners;skaters/Some;skaters;poets,No;miners;poets,All;miners;poets|All;poets;miners|No;miners;poets|No;poets;miners|Some;miners;poets|Some;poets;miners|Some not;miners;poets|Some not;poets;miners|Most;miners;poets|Most;poets;miners|Most not;miners;poets|Most not;poets;miners|NVC,syllogistic-generalized,single-choice,21_participant_0,122,1831.0,EI1,Eac,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,EI,ue,E,u,False,True,2021,False
124,124,No;packers;tutors/Some;butchers;packers,No;tutors;butchers,All;tutors;butchers|All;butchers;tutors|No;tutors;butchers|No;butchers;tutors|Some;tutors;butchers|Some;butchers;tutors|Some not;tutors;butchers|Some not;butchers;tutors|Most;tutors;butchers|Most;butchers;tutors|Most not;tutors;butchers|Most not;butchers;tutors|NVC,syllogistic-generalized,single-choice,21_participant_0,123,48975.0,EI2,Eac,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,EI,ue,E,u,False,True,2021,False
125,125,Some;nurses;drillers/Some not;nurses;actors,Some;actors;drillers,All;drillers;actors|All;actors;drillers|No;drillers;actors|No;actors;drillers|Some;drillers;actors|Some;actors;drillers|Some not;drillers;actors|Some not;actors;drillers|Most;drillers;actors|Most;actors;drillers|Most not;drillers;actors|Most not;actors;drillers|NVC,syllogistic-generalized,single-choice,21_participant_0,124,73050.0,IO4,Ica,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,IO,ee,I,e,False,False,2021,False
126,126,Some not;scientists;chefs/Some;runners;chefs,Some;scientists;runners,All;scientists;runners|All;runners;scientists|No;scientists;runners|No;runners;scientists|Some;scientists;runners|Some;runners;scientists|Some not;scientists;runners|Some not;runners;scientists|Most;scientists;runners|Most;runners;scientists|Most not;scientists;runners|Most not;runners;scientists|NVC,syllogistic-generalized,single-choice,21_participant_0,125,32239.0,OI3,Iac,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,IO,ee,I,e,False,False,2021,False
131,131,Some not;drillers;actors/All;nurses;drillers,Some not;nurses;actors,All;actors;nurses|All;nurses;actors|No;actors;nurses|No;nurses;actors|Some;actors;nurses|Some;nurses;actors|Some not;actors;nurses|Some not;nurses;actors|Most;actors;nurses|Most;nurses;actors|Most not;actors;nurses|Most not;nurses;actors|NVC,syllogistic-generalized,single-choice,21_participant_0,130,38801.0,OA2,Oca,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,AO,ue,O,e,False,False,2021,False
134,134,No;climbers;tellers/All;tellers;doctors,No;climbers;doctors,All;climbers;doctors|All;doctors;climbers|No;climbers;doctors|No;doctors;climbers|Some;climbers;doctors|Some;doctors;climbers|Some not;climbers;doctors|Some not;doctors;climbers|Most;climbers;doctors|Most;doctors;climbers|Most not;climbers;doctors|Most not;doctors;climbers|NVC,syllogistic-generalized,single-choice,21_participant_0,133,55229.0,EA1,Eac,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,AE,uu,E,u,False,True,2021,False
136,136,Some;boxers;actuaries/All;opticians;actuaries,NVC,All;boxers;opticians|All;opticians;boxers|No;boxers;opticians|No;opticians;boxers|Some;boxers;opticians|Some;opticians;boxers|Some not;boxers;opticians|Some not;opticians;boxers|Most;boxers;opticians|Most;opticians;boxers|Most not;boxers;opticians|Most not;opticians;boxers|NVC,syllogistic-generalized,single-choice,21_participant_0,135,344885.0,IA3,NVC,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,AI,ue,NVC,NVC,True,False,2021,False
138,138,Some not;opticians;actuaries/Some;opticians;boxers,Some;actuaries;boxers,All;actuaries;boxers|All;boxers;actuaries|No;actuaries;boxers|No;boxers;actuaries|Some;actuaries;boxers|Some;boxers;actuaries|Some not;actuaries;boxers|Some not;boxers;actuaries|Most;actuaries;boxers|Most;boxers;actuaries|Most not;actuaries;boxers|Most not;boxers;actuaries|NVC,syllogistic-generalized,single-choice,21_participant_0,137,91030.0,OI4,Iac,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,IO,ee,I,e,False,False,2021,False
141,141,No;counselors;joggers/All;counselors;riders,No;riders;joggers,All;joggers;riders|All;riders;joggers|No;joggers;riders|No;riders;joggers|Some;joggers;riders|Some;riders;joggers|Some not;joggers;riders|Some not;riders;joggers|Most;joggers;riders|Most;riders;joggers|Most not;joggers;riders|Most not;riders;joggers|NVC,syllogistic-generalized,single-choice,21_participant_0,140,62439.0,EA4,Eca,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,AE,uu,E,u,False,True,2021,False
142,142,All;painters;cleaners/No;auditors;painters,No;auditors;cleaners,All;cleaners;auditors|All;auditors;cleaners|No;cleaners;auditors|No;auditors;cleaners|Some;cleaners;auditors|Some;auditors;cleaners|Some not;cleaners;auditors|Some not;auditors;cleaners|Most;cleaners;auditors|Most;auditors;cleaners|Most not;cleaners;auditors|Most not;auditors;cleaners|NVC,syllogistic-generalized,single-choice,21_participant_0,141,2067.0,AE2,Eca,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,AE,uu,E,u,False,True,2021,False
144,144,Some;painters;cleaners/No;auditors;cleaners,NVC,All;painters;auditors|All;auditors;painters|No;painters;auditors|No;auditors;painters|Some;painters;auditors|Some;auditors;painters|Some not;painters;auditors|Some not;auditors;painters|Most;painters;auditors|Most;auditors;painters|Most not;painters;auditors|Most not;auditors;painters|NVC,syllogistic-generalized,single-choice,21_participant_1,0,57791.0,IE3,NVC,male,masters,0,70,95,95,yes,I thought about a venn diagram.,no,70,95,70,yes,,No,1,EI,ue,NVC,NVC,False,True,2021,False
145,145,All;counselors;riders/All;riders;joggers,All;counselors;joggers,All;counselors;joggers|All;joggers;counselors|No;counselors;joggers|No;joggers;counselors|Some;counselors;joggers|Some;joggers;counselors|Some not;counselors;joggers|Some not;joggers;counselors|Most;counselors;joggers|Most;joggers;counselors|Most not;counselors;joggers|Most not;joggers;counselors|NVC,syllogistic-generalized,single-choice,21_participant_1,1,4523.0,AA1,Aac,male,masters,0,70,95,95,yes,I thought about a venn diagram.,no,70,95,70,yes,,No,1,AA,uu,A,u,True,True,2021,False
147,147,Some;trainers;architects/Some not;designers;architects,Some not;designers;trainers,All;trainers;designers|All;designers;trainers|No;trainers;designers|No;designers;trainers|Some;trainers;designers|Some;designers;trainers|Some not;trainers;designers|Some not;designers;trainers|Most;trainers;designers|Most;designers;trainers|Most not;trainers;designers|Most not;designers;trainers|NVC,syllogistic-generalized,single-choice,21_participant_1,3,119484.0,IO3,Oca,male,masters,0,70,95,95,yes,I thought about a venn diagram.,no,70,95,70,yes,,No,1,IO,ee,O,e,False,False,2021,False
148,148,No;planners;surfers/Some not;artists;surfers,Some not;artists;planners,All;planners;artists|All;artists;planners|No;planners;artists|No;artists;planners|Some;planners;artists|Some;artists;planners|Some not;planners;artists|Some not;artists;planners|Most;planners;artists|Most;artists;planners|Most not;planners;artists|Most not;artists;planners|NVC,syllogistic-generalized,single-choice,21_participant_1,4,16266.0,EO3,Oca,male,masters,0,70,95,95,yes,I thought about a venn diagram.,no,70,95,70,yes,,No,1,EO,ue,O,e,False,False,2021,False
151,151,All;actors;nurses/Some not;actors;drillers,Some not;nurses;drillers,All;nurses;drillers|All;drillers;nurses|No;nurses;drillers|No;drillers;nurses|Some;nurses;drillers|Some;drillers;nurses|Some not;nurses;drillers|Some not;drillers;nurses|Most;nurses;drillers|Most;drillers;nurses|Most not;nurses;drillers|Most not;drillers;nurses|NVC,syllogistic-generalized,single-choice,21_participant_1,7,5174.0,AO4,Oac,male,masters,0,70,95,95,yes,I thought about a venn diagram.,no,70,95,70,yes,,No,1,AO,ue,O,e,True,True,2021,False
153,153,No;climbers;therapists/Some not;skaters;climbers,Some;skaters;therapists,All;therapists;skaters|All;skaters;therapists|No;therapists;skaters|No;skaters;therapists|Some;therapists;skaters|Some;skaters;therapists|Some not;therapists;skaters|Some not;skaters;therapists|Most;therapists;skaters|Most;skaters;therapists|Most not;therapists;skaters|Most not;skaters;therapists|NVC,syllogistic-generalized,single-choice,21_participant_1,9,35457.0,EO2,Ica,male,masters,0,70,95,95,yes,I thought about a venn diagram.,no,70,95,70,yes,,No,1,EO,ue,I,e,False,False,2021,False
155,155,All;drivers;hikers/No;drivers;writers,All;writers;hikers,All;hikers;writers|All;writers;hikers|No;hikers;writers|No;writers;hikers|Some;hikers;writers|Some;writers;hikers|Some not;hikers;writers|Some not;writers;hikers|Most;hikers;writers|Most;writers;hikers|Most not;hikers;writers|Most not;writers;hikers|NVC,syllogistic-generalized,single-choice,21_participant_1,11,18218.0,AE4,Aca,male,masters,0,70,95,95,yes,I thought about a venn diagram.,no,70,95,70,yes,,No,1,AE,uu,A,u,False,True,2021,False
156,156,Some;pilots;tailors/All;tailors;singers,Some;pilots;singers,All;pilots;singers|All;singers;pilots|No;pilots;singers|No;singers;pilots|Some;pilots;singers|Some;singers;pilots|Some not;pilots;singers|Some not;singers;pilots|Most;pilots;singers|Most;singers;pilots|Most not;pilots;singers|Most not;singers;pilots|NVC,syllogistic-generalized,single-choice,21_participant_1,12,3968.0,IA1,Iac,male,masters,0,70,95,95,yes,I thought about a venn diagram.,no,70,95,70,yes,,No,1,AI,ue,I,e,True,True,2021,False
