,Unnamed: 0,task,response,choices,domain,response_type,id,sequence,rt,enc_task,enc_response,gender,education,guessed,task_opinion1,effort_finding_answer,like_syllog,strategy,strategy_description,quantifier_most,tired,attentive,certain,serious_participation,study_comment,similar_experiments,session,syl_group,syl_type,resp_group,resp_type,correct,valid,year,generalized
87,87,Most not;cooks;mayors/No;swimmers;mayors,Most not;cooks;swimmers,All;cooks;swimmers|All;swimmers;cooks|No;cooks;swimmers|No;swimmers;cooks|Some;cooks;swimmers|Some;swimmers;cooks|Some not;cooks;swimmers|Some not;swimmers;cooks|Most;cooks;swimmers|Most;swimmers;cooks|Most not;cooks;swimmers|Most not;swimmers;cooks|NVC,syllogistic-generalized,single-choice,21_participant_0,87,3230.0,DE3,Dac,male,bachelors,5,75,95,60,yes,"I tried to see and remember a pattern in the two statements again, if I saw two types of statement that I knew a correct answer for, I would choose it.",no,40,85,70,yes,,,2,ED,ug,D,g,False,False,2021,True
88,88,Most;actuaries;opticians/No;boxers;opticians,No;boxers;actuaries,All;actuaries;boxers|All;boxers;actuaries|No;actuaries;boxers|No;boxers;actuaries|Some;actuaries;boxers|Some;boxers;actuaries|Some not;actuaries;boxers|Some not;boxers;actuaries|Most;actuaries;boxers|Most;boxers;actuaries|Most not;actuaries;boxers|Most not;boxers;actuaries|NVC,syllogistic-generalized,single-choice,21_participant_0,88,15971.0,TE3,Eca,male,bachelors,5,75,95,60,yes,"I tried to see and remember a pattern in the two statements again, if I saw two types of statement that I knew a correct answer for, I would choose it.",no,40,85,70,yes,,,2,ET,ug,E,u,False,True,2021,True
90,90,Some;students;buyers/Most;cyclists;students,Some;cyclists;buyers,All;buyers;cyclists|All;cyclists;buyers|No;buyers;cyclists|No;cyclists;buyers|Some;buyers;cyclists|Some;cyclists;buyers|Some not;buyers;cyclists|Some not;cyclists;buyers|Most;buyers;cyclists|Most;cyclists;buyers|Most not;buyers;cyclists|Most not;cyclists;buyers|NVC,syllogistic-generalized,single-choice,21_participant_0,90,10312.0,IT2,Ica,male,bachelors,5,75,95,60,yes,"I tried to see and remember a pattern in the two statements again, if I saw two types of statement that I knew a correct answer for, I would choose it.",no,40,85,70,yes,,,2,IT,ge,I,e,False,False,2021,True
95,95,Most not;engineers;fencers/No;campers;engineers,No;campers;fencers,All;fencers;campers|All;campers;fencers|No;fencers;campers|No;campers;fencers|Some;fencers;campers|Some;campers;fencers|Some not;fencers;campers|Some not;campers;fencers|Most;fencers;campers|Most;campers;fencers|Most not;fencers;campers|Most not;campers;fencers|NVC,syllogistic-generalized,single-choice,21_participant_0,95,124458.0,DE2,Eca,male,bachelors,5,75,95,60,yes,"I tried to see and remember a pattern in the two statements again, if I saw two types of statement that I knew a correct answer for, I would choose it.",no,40,85,70,yes,,,2,ED,ug,E,u,False,False,2021,True
96,96,Most;analysts;travelers/Most;travelers;novelists,Most;analysts;novelists,All;analysts;novelists|All;novelists;analysts|No;analysts;novelists|No;novelists;analysts|Some;analysts;novelists|Some;novelists;analysts|Some not;analysts;novelists|Some not;novelists;analysts|Most;analysts;novelists|Most;novelists;analysts|Most not;analysts;novelists|Most not;novelists;analysts|NVC,syllogistic-generalized,single-choice,21_participant_0,96,3328.0,TT1,Tac,male,bachelors,5,75,95,60,yes,"I tried to see and remember a pattern in the two statements again, if I saw two types of statement that I knew a correct answer for, I would choose it.",no,40,85,70,yes,,,2,TT,gg,T,g,False,False,2021,True
97,97,Most;riders;counselors/Some;riders;joggers,Some;counselors;joggers,All;counselors;joggers|All;joggers;counselors|No;counselors;joggers|No;joggers;counselors|Some;counselors;joggers|Some;joggers;counselors|Some not;counselors;joggers|Some not;joggers;counselors|Most;counselors;joggers|Most;joggers;counselors|Most not;counselors;joggers|Most not;joggers;counselors|NVC,syllogistic-generalized,single-choice,21_participant_0,97,3593.0,TI4,Iac,male,bachelors,5,75,95,60,yes,"I tried to see and remember a pattern in the two statements again, if I saw two types of statement that I knew a correct answer for, I would choose it.",no,40,85,70,yes,,,2,IT,ge,I,e,False,False,2021,True
98,98,Most;pilots;tailors/Some not;tailors;singers,Some not;pilots;singers,All;pilots;singers|All;singers;pilots|No;pilots;singers|No;singers;pilots|Some;pilots;singers|Some;singers;pilots|Some not;pilots;singers|Some not;singers;pilots|Most;pilots;singers|Most;singers;pilots|Most not;pilots;singers|Most not;singers;pilots|NVC,syllogistic-generalized,single-choice,21_participant_0,98,3334.0,TO1,Oac,male,bachelors,5,75,95,60,yes,"I tried to see and remember a pattern in the two statements again, if I saw two types of statement that I knew a correct answer for, I would choose it.",no,40,85,70,yes,,,2,OT,ge,O,e,False,False,2021,True
99,99,Most;linguists;divers/All;linguists;carpenters,Most;carpenters;divers,All;divers;carpenters|All;carpenters;divers|No;divers;carpenters|No;carpenters;divers|Some;divers;carpenters|Some;carpenters;divers|Some not;divers;carpenters|Some not;carpenters;divers|Most;divers;carpenters|Most;carpenters;divers|Most not;divers;carpenters|Most not;carpenters;divers|NVC,syllogistic-generalized,single-choice,21_participant_0,99,5109.0,TA4,Tca,male,bachelors,5,75,95,60,yes,"I tried to see and remember a pattern in the two statements again, if I saw two types of statement that I knew a correct answer for, I would choose it.",no,40,85,70,yes,,,2,AT,ug,T,g,False,True,2021,True
102,102,Most not;lifeguards;dentists/All;dentists;plumbers,Most not;lifeguards;plumbers,All;lifeguards;plumbers|All;plumbers;lifeguards|No;lifeguards;plumbers|No;plumbers;lifeguards|Some;lifeguards;plumbers|Some;plumbers;lifeguards|Some not;lifeguards;plumbers|Some not;plumbers;lifeguards|Most;lifeguards;plumbers|Most;plumbers;lifeguards|Most not;lifeguards;plumbers|Most not;plumbers;lifeguards|NVC,syllogistic-generalized,single-choice,21_participant_0,102,7972.0,DA1,Dac,male,bachelors,5,75,95,60,yes,"I tried to see and remember a pattern in the two statements again, if I saw two types of statement that I knew a correct answer for, I would choose it.",no,40,85,70,yes,,,2,AD,ug,D,g,False,False,2021,True
103,103,All;actors;nurses/Most;nurses;drillers,Most;actors;drillers,All;actors;drillers|All;drillers;actors|No;actors;drillers|No;drillers;actors|Some;actors;drillers|Some;drillers;actors|Some not;actors;drillers|Some not;drillers;actors|Most;actors;drillers|Most;drillers;actors|Most not;actors;drillers|Most not;drillers;actors|NVC,syllogistic-generalized,single-choice,21_participant_0,103,2674.0,AT1,Tac,male,bachelors,5,75,95,60,yes,"I tried to see and remember a pattern in the two statements again, if I saw two types of statement that I knew a correct answer for, I would choose it.",no,40,85,70,yes,,,2,AT,ug,T,g,False,False,2021,True
104,104,No;hikers;writers/Most not;hikers;drivers,Most not;writers;drivers,All;writers;drivers|All;drivers;writers|No;writers;drivers|No;drivers;writers|Some;writers;drivers|Some;drivers;writers|Some not;writers;drivers|Some not;drivers;writers|Most;writers;drivers|Most;drivers;writers|Most not;writers;drivers|Most not;drivers;writers|NVC,syllogistic-generalized,single-choice,21_participant_0,103,223225.0,ED4,Dac,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,ED,ug,D,g,False,False,2021,True
105,105,Most not;gamblers;bakers/No;bakers;sculptors,NVC,All;gamblers;sculptors|All;sculptors;gamblers|No;gamblers;sculptors|No;sculptors;gamblers|Some;gamblers;sculptors|Some;sculptors;gamblers|Some not;gamblers;sculptors|Some not;sculptors;gamblers|Most;gamblers;sculptors|Most;sculptors;gamblers|Most not;gamblers;sculptors|Most not;sculptors;gamblers|NVC,syllogistic-generalized,single-choice,21_participant_0,104,128765.0,DE1,NVC,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,ED,ug,NVC,NVC,True,False,2021,True
106,106,No;boxers;typists/Most not;typists;dancers,Most not;dancers;boxers,All;boxers;dancers|All;dancers;boxers|No;boxers;dancers|No;dancers;boxers|Some;boxers;dancers|Some;dancers;boxers|Some not;boxers;dancers|Some not;dancers;boxers|Most;boxers;dancers|Most;dancers;boxers|Most not;boxers;dancers|Most not;dancers;boxers|NVC,syllogistic-generalized,single-choice,21_participant_0,105,68791.0,ED1,Dca,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,ED,ug,D,g,False,False,2021,True
107,107,No;drivers;hikers/Most;writers;hikers,Most not;writers;drivers,All;drivers;writers|All;writers;drivers|No;drivers;writers|No;writers;drivers|Some;drivers;writers|Some;writers;drivers|Some not;drivers;writers|Some not;writers;drivers|Most;drivers;writers|Most;writers;drivers|Most not;drivers;writers|Most not;writers;drivers|NVC,syllogistic-generalized,single-choice,21_participant_0,106,65504.0,ET3,Dca,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,ET,ug,D,g,True,True,2021,True
108,108,Most;workers;actors/No;painters;workers,Most not;painters;actors,All;actors;painters|All;painters;actors|No;actors;painters|No;painters;actors|Some;actors;painters|Some;painters;actors|Some not;actors;painters|Some not;painters;actors|Most;actors;painters|Most;painters;actors|Most not;actors;painters|Most not;painters;actors|NVC,syllogistic-generalized,single-choice,21_participant_0,107,84865.0,TE2,Dca,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,ET,ug,D,g,False,True,2021,True
109,109,Most not;architects;designers/Some not;designers;trainers,Some;trainers;architects,All;architects;trainers|All;trainers;architects|No;architects;trainers|No;trainers;architects|Some;architects;trainers|Some;trainers;architects|Some not;architects;trainers|Some not;trainers;architects|Most;architects;trainers|Most;trainers;architects|Most not;architects;trainers|Most not;trainers;architects|NVC,syllogistic-generalized,single-choice,21_participant_0,108,18586.0,DO1,Ica,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,OD,ge,I,e,False,False,2021,True
113,113,Some;chemists;sailors/Most not;potters;sailors,Some;chemists;potters,All;chemists;potters|All;potters;chemists|No;chemists;potters|No;potters;chemists|Some;chemists;potters|Some;potters;chemists|Some not;chemists;potters|Some not;potters;chemists|Most;chemists;potters|Most;potters;chemists|Most not;chemists;potters|Most not;potters;chemists|NVC,syllogistic-generalized,single-choice,21_participant_0,112,7748.0,ID3,Iac,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,ID,ge,I,e,False,False,2021,True
114,114,Most not;tellers;climbers/Most not;doctors;tellers,Most not;doctors;climbers,All;climbers;doctors|All;doctors;climbers|No;climbers;doctors|No;doctors;climbers|Some;climbers;doctors|Some;doctors;climbers|Some not;climbers;doctors|Some not;doctors;climbers|Most;climbers;doctors|Most;doctors;climbers|Most not;climbers;doctors|Most not;doctors;climbers|NVC,syllogistic-generalized,single-choice,21_participant_0,113,24817.0,DD2,Dca,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,DD,gg,D,g,False,False,2021,True
115,115,Most;therapists;skaters/All;skaters;climbers,Most;therapists;climbers,All;therapists;climbers|All;climbers;therapists|No;therapists;climbers|No;climbers;therapists|Some;therapists;climbers|Some;climbers;therapists|Some not;therapists;climbers|Some not;climbers;therapists|Most;therapists;climbers|Most;climbers;therapists|Most not;therapists;climbers|Most not;climbers;therapists|NVC,syllogistic-generalized,single-choice,21_participant_0,114,10404.0,TA1,Tac,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,AT,ug,T,g,True,True,2021,True
116,116,Most not;fencers;campers/All;engineers;campers,Some;engineers;fencers,All;fencers;engineers|All;engineers;fencers|No;fencers;engineers|No;engineers;fencers|Some;fencers;engineers|Some;engineers;fencers|Some not;fencers;engineers|Some not;engineers;fencers|Most;fencers;engineers|Most;engineers;fencers|Most not;fencers;engineers|Most not;engineers;fencers|NVC,syllogistic-generalized,single-choice,21_participant_0,115,79416.0,DA3,Ica,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,AD,ug,I,e,False,True,2021,True
119,119,Most not;riders;joggers/Some;joggers;counselors,Some;riders;counselors,All;riders;counselors|All;counselors;riders|No;riders;counselors|No;counselors;riders|Some;riders;counselors|Some;counselors;riders|Some not;riders;counselors|Some not;counselors;riders|Most;riders;counselors|Most;counselors;riders|Most not;riders;counselors|Most not;counselors;riders|NVC,syllogistic-generalized,single-choice,21_participant_0,118,14304.0,DI1,Iac,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,ID,ge,I,e,False,False,2021,True
120,120,Some not;porters;brewers/Most not;porters;judges,Most;brewers;judges,All;brewers;judges|All;judges;brewers|No;brewers;judges|No;judges;brewers|Some;brewers;judges|Some;judges;brewers|Some not;brewers;judges|Some not;judges;brewers|Most;brewers;judges|Most;judges;brewers|Most not;brewers;judges|Most not;judges;brewers|NVC,syllogistic-generalized,single-choice,21_participant_0,119,28008.0,OD4,Tac,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,OD,ge,T,g,False,False,2021,True
122,122,Some not;golfers;teachers/Most;bankers;golfers,Some;teachers;bankers,All;teachers;bankers|All;bankers;teachers|No;teachers;bankers|No;bankers;teachers|Some;teachers;bankers|Some;bankers;teachers|Some not;teachers;bankers|Some not;bankers;teachers|Most;teachers;bankers|Most;bankers;teachers|Most not;teachers;bankers|Most not;bankers;teachers|NVC,syllogistic-generalized,single-choice,21_participant_0,121,57338.0,OT2,Iac,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,OT,ge,I,e,False,False,2021,True
127,127,Most not;planners;surfers/Some;planners;artists,NVC,All;surfers;artists|All;artists;surfers|No;surfers;artists|No;artists;surfers|Some;surfers;artists|Some;artists;surfers|Some not;surfers;artists|Some not;artists;surfers|Most;surfers;artists|Most;artists;surfers|Most not;surfers;artists|Most not;artists;surfers|NVC,syllogistic-generalized,single-choice,21_participant_0,126,58372.0,DI4,NVC,male,bachelors,5,95,95,25,yes,"I tried to remember a pattern again, if two statements came up and I remember the correct logic to use I used it again.",no,75,90,40,yes,,,3,ID,ge,NVC,NVC,True,False,2021,True
